opportunity_id,account_id,source_lead_id,opportunity_name,opportunity_type,plan_tier,amount,stage_name,is_closed,is_won,created_date,close_date,owner_region
OPP000374,ACC00306,LEAD000163,Ridgeline Partners - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-02-11,2025-05-30,Northeast
OPP000375,ACC00307,LEAD001568,Lakeshore Real Estate - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2026-04-15,2026-06-25,Northeast
OPP000376,ACC00308,,Harbor & Co. - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-11-24,2025-03-14,West
OPP000377,ACC00309,LEAD002371,Stonebridge Realty - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-01-24,2025-02-14,Southwest
OPP000378,ACC00310,LEAD001847,Harbor Partners - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2025-03-26,2025-07-07,Southeast
OPP000379,ACC00310,,Harbor Partners - Scale (Expansion),Expansion,Scale,6921,Closed Won,true,true,2025-11-25,2025-12-14,Southeast
OPP000380,ACC00311,,Harbor Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-10-30,2024-11-19,West
OPP000381,ACC00312,LEAD002124,Foxglove Properties - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-10-06,2025-12-12,West
OPP000382,ACC00313,LEAD000696,Blackwood Properties - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2025-05-23,2025-07-21,Southwest
OPP000383,ACC00313,,Blackwood Properties - Scale (Expansion),Expansion,Scale,11529,Closed Lost,true,false,2026-01-12,2026-02-24,Southwest
OPP000384,ACC00314,LEAD003736,Blackwood & Co. - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2025-01-29,2025-03-07,Southeast
OPP000385,ACC00314,,Blackwood & Co. - Brand (Expansion),Expansion,Brand,7547,Closed Lost,true,false,2025-09-06,2025-12-05,Southeast
OPP000386,ACC00315,LEAD001334,Harbor Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-09-14,2024-10-25,Southwest
OPP000387,ACC00316,LEAD003942,Ironwood Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-03-10,2025-04-23,West
OPP000388,ACC00317,LEAD001358,Stonebridge & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-08-16,2024-10-27,Southeast
OPP000389,ACC00318,LEAD002466,Ironwood Real Estate - Brand (New Business),New Business,Brand,10800,Proposal,false,false,2026-04-26,2026-08-03,Southeast
OPP000390,ACC00319,LEAD000856,Beacon Properties - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-03-23,2023-05-03,Midwest
OPP000391,ACC00319,,Beacon Properties - Scale (Expansion),Expansion,Scale,7205,Closed Lost,true,false,2023-12-14,2024-04-06,Midwest
OPP000392,ACC00320,LEAD000148,Foxglove Properties - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-07-22,2025-10-23,West
OPP000393,ACC00321,LEAD003763,Cypress Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2026-03-20,2026-04-18,Southeast
OPP000394,ACC00322,LEAD002839,Meridian Realty - Launch (New Business),New Business,Launch,6000,Prospecting,false,false,2026-04-24,2026-06-21,Southwest
OPP000395,ACC00323,LEAD000861,Ironwood Properties - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-09-12,2025-12-03,Southeast
OPP000396,ACC00324,LEAD001494,Summit Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-09-08,2025-12-07,Southwest
OPP000397,ACC00325,LEAD003151,Stonebridge Partners - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2024-04-20,2024-08-04,West
OPP000398,ACC00326,LEAD000618,Cypress Group - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2024-03-08,2024-07-01,West
OPP000399,ACC00326,,Cypress Group - All In (Expansion),Expansion,All In,22953,Closed Lost,true,false,2024-11-06,2025-01-17,West
OPP000400,ACC00327,LEAD001769,Cornerstone Realty - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-12-25,2026-02-27,Northeast
OPP000401,ACC00328,,Harbor & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-08-21,2025-12-17,Southwest
OPP000402,ACC00329,,Blackwood & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-09-10,2025-10-14,Southeast
OPP000403,ACC00330,LEAD002920,Foxglove Properties - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2024-03-27,2024-07-11,Southwest
OPP000404,ACC00331,LEAD000051,Summit Properties - All In (New Business),New Business,All In,33600,Closed Won,true,true,2023-11-07,2024-01-03,West
OPP000405,ACC00332,LEAD003756,Beacon Group - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-01-27,2025-04-04,Southeast
OPP000406,ACC00333,LEAD001731,Harbor Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-03-17,2025-04-09,Northeast
OPP000407,ACC00334,LEAD001672,Cornerstone Realty - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-10-16,2025-01-29,Midwest
OPP000408,ACC00335,LEAD003968,Ironwood Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-11-03,2026-01-02,Southwest
OPP000409,ACC00336,LEAD002459,Foxglove Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-04-17,2024-06-27,Midwest
OPP000410,ACC00337,LEAD000751,Blackwood & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2023-08-01,2023-09-17,Northeast
OPP000411,ACC00337,,Blackwood & Co. - Launch (Expansion),Expansion,Launch,1884,Closed Lost,true,false,2024-03-20,2024-04-12,Northeast
OPP000412,ACC00338,LEAD001366,Lakeshore Group - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-05-04,2024-05-30,West
OPP000413,ACC00339,LEAD000416,Cornerstone Real Estate - Launch (New Business),New Business,Launch,6000,Negotiation,false,false,2026-05-18,2026-09-16,West
OPP000414,ACC00340,LEAD000147,Lakeshore Partners - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2023-12-19,2024-01-25,West
OPP000415,ACC00341,LEAD001313,Summit Partners - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2024-01-02,2024-03-10,Southeast
OPP000416,ACC00342,LEAD001633,Foxglove Partners - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2023-08-12,2023-11-01,Southwest
OPP000417,ACC00343,LEAD000554,Cypress Properties - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-03-01,2025-03-22,West
OPP000418,ACC00344,LEAD003724,Blackwood Properties - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2023-09-10,2023-10-22,Midwest
OPP000419,ACC00345,LEAD001597,Ridgeline Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-12-15,2025-03-15,Northeast
OPP000420,ACC00346,LEAD003830,Summit Real Estate - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-04-27,2024-06-04,Southeast
OPP000421,ACC00346,,Summit Real Estate - All In (Expansion),Expansion,All In,14926,Closed Won,true,true,2025-01-12,2025-02-28,Southeast
OPP000422,ACC00347,LEAD002002,Summit & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-07-17,2024-09-24,West
OPP000423,ACC00348,LEAD000156,Ridgeline Properties - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2026-02-05,2026-02-28,Southeast
OPP000424,ACC00349,LEAD000544,Harbor Real Estate - Scale (New Business),New Business,Scale,19200,Discovery,false,false,2026-05-26,2026-07-15,Northeast
OPP000425,ACC00350,LEAD003980,Cornerstone Group - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2024-03-26,2024-07-17,Southeast
OPP000426,ACC00351,LEAD003810,Summit & Co. - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-09-11,2026-01-08,Southeast
OPP000427,ACC00352,LEAD000687,Harbor Group - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-08-06,2023-11-21,Southeast
OPP000428,ACC00353,LEAD001706,Lakeshore & Co. - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2024-01-11,2024-04-07,West
OPP000429,ACC00354,LEAD002792,Beacon Real Estate - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-11-14,2024-02-07,West
OPP000430,ACC00355,LEAD001693,Stonebridge Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-08-25,2025-09-11,West
OPP000431,ACC00356,LEAD000984,Meridian Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-12-04,2024-01-23,West
OPP000432,ACC00357,LEAD003745,Harbor Partners - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2023-10-08,2023-12-15,Northeast
OPP000433,ACC00357,,Harbor Partners - Brand (Expansion),Expansion,Brand,6526,Closed Lost,true,false,2024-05-28,2024-07-10,Northeast
OPP000434,ACC00358,LEAD001614,Foxglove Group - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2025-12-26,2026-01-12,Midwest
OPP000435,ACC00359,,Cypress Real Estate - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-03-21,2025-06-26,Southeast
OPP000436,ACC00360,LEAD000129,Lakeshore Properties - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-01-10,2024-02-22,Southeast
OPP000437,ACC00361,LEAD000381,Beacon Real Estate - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-04-10,2025-05-27,Northeast
OPP000438,ACC00362,LEAD002838,Ironwood Realty - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2025-10-16,2025-12-02,Midwest
OPP000439,ACC00363,LEAD003189,Beacon Group - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-11-25,2026-01-17,Northeast
OPP000440,ACC00364,LEAD002082,Lakeshore & Co. - Brand (New Business),New Business,Brand,10800,Negotiation,false,false,2026-06-25,2026-09-22,Midwest
OPP000441,ACC00365,LEAD002360,Summit Properties - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-08-24,2024-10-28,West
OPP000442,ACC00366,LEAD002077,Ironwood Properties - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-03-01,2024-06-03,Midwest
OPP000443,ACC00366,,Ironwood Properties - Brand (Expansion),Expansion,Brand,5977,Closed Lost,true,false,2024-10-21,2024-12-13,Midwest
OPP000444,ACC00367,,Beacon Partners - Scale (New Business),New Business,Scale,19200,Negotiation,false,false,2026-05-29,2026-07-10,Southeast
OPP000445,ACC00368,LEAD001932,Ridgeline & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-07-11,2025-09-27,West
OPP000446,ACC00369,LEAD002787,Meridian & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-11-19,2025-01-27,Northeast
OPP000447,ACC00370,LEAD001346,Stonebridge Real Estate - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-11-03,2024-01-12,Southeast
OPP000448,ACC00371,,Ridgeline & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-09-11,2024-11-14,Southwest
OPP000449,ACC00372,LEAD001965,Cypress Group - Brand (New Business),New Business,Brand,10800,Discovery,false,false,2026-04-16,2026-06-24,Northeast
OPP000450,ACC00373,LEAD000272,Ridgeline Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-05-23,2023-07-14,Southeast
OPP000451,ACC00374,LEAD002690,Beacon Realty - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2026-01-26,2026-02-20,Midwest
OPP000452,ACC00375,LEAD000843,Ironwood Partners - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-09-16,2024-12-27,Southeast
OPP000453,ACC00376,LEAD002746,Stonebridge & Co. - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-06-30,2025-07-25,Northeast
OPP000454,ACC00376,,Stonebridge & Co. - Scale (Expansion),Expansion,Scale,8838,Demo,false,false,2026-03-22,2026-07-17,Northeast
OPP000455,ACC00377,,Stonebridge Real Estate - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-07-09,2023-08-27,Southeast
OPP000456,ACC00378,LEAD001074,Beacon & Co. - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-11-30,2024-01-24,Northeast
OPP000457,ACC00378,,Beacon & Co. - Scale (Expansion),Expansion,Scale,9197,Closed Lost,true,false,2024-08-22,2024-09-08,Northeast
OPP000458,ACC00379,,Cypress Group - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-10-01,2025-01-16,West
OPP000459,ACC00380,LEAD002440,Cypress Partners - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-12-13,2026-02-24,Northeast
OPP000460,ACC00381,,Meridian Real Estate - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-10-05,2024-12-09,Midwest
OPP000461,ACC00382,LEAD002897,Lakeshore Partners - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-06-27,2024-09-07,Southeast
OPP000462,ACC00382,,Lakeshore Partners - Launch (Expansion),Expansion,Launch,4016,Closed Won,true,true,2025-02-22,2025-05-29,Southeast
OPP000463,ACC00383,,Blackwood & Co. - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-02-21,2025-04-14,West
OPP000464,ACC00384,LEAD003526,Cornerstone & Co. - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2026-01-29,2026-02-17,Southwest
OPP000465,ACC00385,LEAD001683,Ridgeline Realty - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-07-12,2025-09-05,Northeast
OPP000466,ACC00386,LEAD003452,Cornerstone Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-07-04,2024-07-18,West
OPP000467,ACC00387,LEAD002881,Foxglove & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-03-16,2025-06-08,Southeast
OPP000468,ACC00388,LEAD000358,Foxglove Group - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-11-01,2026-02-09,West
OPP000469,ACC00389,LEAD002809,Cornerstone Properties - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-03-23,2023-04-16,Southeast
OPP000470,ACC00389,,Cornerstone Properties - Brand (Expansion),Expansion,Brand,5800,Closed Won,true,true,2023-11-10,2024-02-29,Southeast
OPP000471,ACC00390,LEAD002959,Summit Real Estate - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2023-02-07,2023-03-11,Midwest
OPP000472,ACC00391,LEAD002784,Foxglove Real Estate - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-01-12,2025-01-27,Midwest
OPP000473,ACC00392,LEAD001414,Cypress Partners - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-01-24,2024-01-19,Midwest
OPP000474,ACC00392,,Cypress Partners - Launch (Expansion),Expansion,Launch,2887,Closed Won,true,true,2024-09-13,2024-10-10,Midwest
OPP000475,ACC00393,LEAD003140,Lakeshore Properties - Scale (New Business),New Business,Scale,19200,Discovery,false,false,2026-05-08,2026-09-06,Midwest
OPP000476,ACC00394,LEAD002962,Blackwood & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-08-11,2025-10-03,Southwest
OPP000477,ACC00394,,Blackwood & Co. - Scale (Expansion),Expansion,Scale,9256,Closed Lost,true,false,2026-04-02,2026-06-26,Southwest
OPP000478,ACC00395,LEAD001209,Foxglove Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-06-25,2024-08-12,Southwest
OPP000479,ACC00396,LEAD003912,Harbor Properties - All In (New Business),New Business,All In,33600,Closed Won,true,true,2025-02-16,2025-03-18,Southeast
OPP000480,ACC00396,,Harbor Properties - Launch (Expansion),Expansion,Launch,3075,Closed Won,true,true,2025-09-26,2025-12-05,Southeast
OPP000481,ACC00397,LEAD003348,Cypress & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2023-06-18,2023-07-16,Northeast
OPP000482,ACC00398,,Ridgeline Group - All In (New Business),New Business,All In,33600,Closed Won,true,true,2026-03-04,2026-04-09,West
OPP000483,ACC00399,LEAD002793,Cypress Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-11-27,2025-12-30,Southwest
OPP000484,ACC00400,LEAD001327,Beacon Group - All In (New Business),New Business,All In,33600,Proposal,false,false,2026-04-13,2026-08-23,Southeast
OPP000485,ACC00401,,Cypress Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-05-05,2024-08-05,West
OPP000486,ACC00401,,Cypress Group - Launch (Expansion),Expansion,Launch,3821,Closed Lost,true,false,2025-01-20,2025-03-21,West
OPP000487,ACC00402,LEAD003513,Blackwood Real Estate - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-12-20,2026-01-21,Midwest
OPP000488,ACC00403,,Cornerstone Real Estate - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-07-04,2023-11-01,Midwest
OPP000489,ACC00404,LEAD001940,Cornerstone Realty - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-02-14,2023-04-24,Southeast
OPP000490,ACC00405,,Lakeshore & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-09-22,2023-12-01,Southwest
OPP000491,ACC00406,LEAD000422,Ridgeline Real Estate - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-05-11,2025-06-23,Southwest
OPP000492,ACC00407,LEAD000883,Cypress Partners - All In (New Business),New Business,All In,33600,Closed Won,true,true,2024-01-13,2024-02-19,Northeast
OPP000493,ACC00407,,Cypress Partners - All In (Expansion),Expansion,All In,12800,Closed Won,true,true,2024-09-09,2024-12-18,Northeast
OPP000494,ACC00408,LEAD001387,Ridgeline Properties - Brand (New Business),New Business,Brand,10800,Discovery,false,false,2026-06-25,2026-09-22,West
OPP000495,ACC00409,LEAD001100,Lakeshore Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-07-02,2024-10-10,Northeast
OPP000496,ACC00410,LEAD000146,Meridian Realty - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-03-24,2024-06-19,Southwest
OPP000497,ACC00410,,Meridian Realty - Launch (Expansion),Expansion,Launch,2727,Closed Won,true,true,2024-11-27,2025-02-03,Southwest
OPP000498,ACC00411,LEAD000428,Ridgeline Real Estate - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-09-07,2023-11-20,Northeast
OPP000499,ACC00412,LEAD000725,Ironwood Properties - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-02-25,2025-04-22,Southeast
OPP000500,ACC00412,,Ironwood Properties - Brand (Expansion),Expansion,Brand,4490,Closed Lost,true,false,2025-10-13,2025-11-01,Southeast
OPP000501,ACC00413,LEAD001712,Cornerstone Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-11-15,2024-02-14,Northeast
OPP000502,ACC00414,LEAD002866,Cornerstone & Co. - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-09-06,2023-11-21,West
OPP000503,ACC00415,LEAD002837,Ironwood Real Estate - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-06-06,2024-10-01,Southeast
OPP000504,ACC00416,LEAD001535,Cypress Real Estate - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2026-03-01,2026-06-16,Southeast
OPP000505,ACC00417,,Stonebridge Properties - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2023-09-08,2023-11-22,Southeast
OPP000506,ACC00417,,Stonebridge Properties - Scale (Expansion),Expansion,Scale,4957,Closed Won,true,true,2024-05-18,2024-09-12,Southeast
OPP000507,ACC00418,LEAD001866,Foxglove Realty - All In (New Business),New Business,All In,33600,Closed Won,true,true,2023-05-19,2023-06-03,Northeast
OPP000508,ACC00419,LEAD002979,Summit & Co. - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-04-14,2024-05-26,West
OPP000509,ACC00420,LEAD001117,Ridgeline & Co. - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2026-05-09,2026-06-26,Midwest
OPP000510,ACC00421,LEAD001120,Foxglove Realty - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-04-13,2023-07-14,Northeast
OPP000511,ACC00422,LEAD003685,Ironwood Real Estate - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-04-27,2025-08-07,West
OPP000512,ACC00423,LEAD000996,Blackwood Properties - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2026-02-21,2026-03-25,Northeast
OPP000513,ACC00424,,Cypress Group - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-05-17,2025-08-12,West
OPP000514,ACC00425,LEAD001904,Ironwood Real Estate - Scale (New Business),New Business,Scale,19200,Discovery,false,false,2026-04-19,2026-09-12,Northeast
OPP000515,ACC00426,LEAD002028,Harbor Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-03-22,2023-06-17,Southeast
OPP000516,ACC00427,LEAD001261,Harbor Partners - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-02-13,2023-05-06,Midwest
OPP000517,ACC00428,,Stonebridge & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2026-04-06,2026-05-05,Midwest
OPP000518,ACC00429,LEAD001116,Cornerstone Real Estate - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2024-03-27,2024-05-02,Southwest
OPP000519,ACC00430,LEAD000264,Cypress Realty - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-11-06,2026-01-26,West
OPP000520,ACC00431,LEAD003399,Cypress Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-10-03,2026-01-07,Northeast
OPP000521,ACC00432,LEAD001425,Summit Real Estate - All In (New Business),New Business,All In,33600,Closed Won,true,true,2025-06-29,2025-08-29,West
OPP000522,ACC00432,,Summit Real Estate - Brand (Expansion),Expansion,Brand,7364,Closed Won,true,true,2026-01-21,2026-04-30,West
OPP000523,ACC00433,LEAD001554,Summit Realty - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-12-15,2026-02-16,Southeast
OPP000524,ACC00434,LEAD003281,Cornerstone Group - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2024-07-08,2024-09-16,Midwest
OPP000525,ACC00435,LEAD003672,Blackwood Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-03-17,2025-04-03,Southeast
OPP000526,ACC00436,LEAD001057,Cornerstone Properties - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-05-18,2024-07-27,West
OPP000527,ACC00437,LEAD000319,Blackwood Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-12-28,2026-04-09,Southeast
OPP000528,ACC00438,LEAD003386,Harbor Partners - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-07-05,2024-10-15,Southwest
OPP000529,ACC00439,LEAD002001,Harbor Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-07-17,2024-10-02,Northeast
OPP000530,ACC00440,LEAD002549,Cypress Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-09-12,2024-12-04,Northeast
OPP000531,ACC00441,LEAD003240,Lakeshore Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-12-07,2024-01-20,Southeast
OPP000532,ACC00441,,Lakeshore Partners - Scale (Expansion),Expansion,Scale,6557,Closed Won,true,true,2024-06-30,2024-10-03,Southeast
OPP000533,ACC00442,,Stonebridge Group - All In (New Business),New Business,All In,33600,Closed Won,true,true,2024-10-17,2024-11-23,Southwest
OPP000534,ACC00443,,Summit Properties - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-06-05,2025-07-09,Northeast
OPP000535,ACC00443,,Summit Properties - Launch (Expansion),Expansion,Launch,3372,Closed Lost,true,false,2026-01-15,2026-05-01,Northeast
OPP000536,ACC00444,,Beacon Real Estate - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-08-12,2023-10-28,Southwest
OPP000537,ACC00445,,Ironwood Group - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-12-28,2024-03-09,West
OPP000538,ACC00446,LEAD003031,Lakeshore Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-01-10,2024-03-21,Southwest
OPP000539,ACC00447,LEAD002778,Beacon & Co. - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2026-02-21,2026-03-22,Northeast
OPP000540,ACC00448,LEAD003349,Harbor Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-12-24,2025-01-17,Northeast
OPP000541,ACC00449,LEAD002103,Beacon Real Estate - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2025-12-20,2026-03-13,Midwest
OPP000542,ACC00450,LEAD000895,Cypress Group - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-08-26,2024-09-18,West
OPP000543,ACC00450,,Cypress Group - Launch (Expansion),Expansion,Launch,3654,Closed Lost,true,false,2025-05-14,2025-08-27,West
OPP000544,ACC00451,LEAD001370,Harbor Partners - All In (New Business),New Business,All In,33600,Closed Won,true,true,2025-03-20,2025-05-22,Southwest
OPP000545,ACC00451,,Harbor Partners - Brand (Expansion),Expansion,Brand,3633,Closed Won,true,true,2025-11-10,2026-01-16,Southwest
OPP000546,ACC00452,LEAD002256,Harbor & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-06-04,2023-07-11,Midwest
OPP000547,ACC00453,LEAD002903,Summit Properties - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-11-14,2024-01-12,Southwest
OPP000548,ACC00453,,Summit Properties - Launch (Expansion),Expansion,Launch,3018,Closed Lost,true,false,2024-07-20,2024-08-11,Southwest
OPP000549,ACC00454,LEAD002971,Beacon Properties - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2024-05-21,2024-07-24,Southeast
OPP000550,ACC00454,,Beacon Properties - Brand (Expansion),Expansion,Brand,2826,Closed Won,true,true,2025-01-15,2025-02-10,Southeast
OPP000551,ACC00455,LEAD002972,Ridgeline Realty - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-03-19,2023-06-01,Southeast
OPP000552,ACC00456,LEAD000492,Harbor & Co. - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2024-06-30,2024-08-16,Southwest
OPP000553,ACC00457,LEAD003012,Foxglove Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-08-05,2023-11-05,West
OPP000554,ACC00458,LEAD001404,Summit & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-09-16,2025-09-30,Northeast
OPP000555,ACC00459,LEAD002406,Cornerstone Realty - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-08-10,2024-10-28,Midwest
OPP000556,ACC00460,LEAD001579,Foxglove Real Estate - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-06-18,2024-10-06,Midwest
OPP000557,ACC00461,,Lakeshore Real Estate - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2023-09-21,2023-10-17,Southwest
OPP000558,ACC00462,LEAD001081,Beacon & Co. - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-11-17,2024-02-16,Southeast
OPP000559,ACC00463,LEAD001306,Blackwood Real Estate - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-01-12,2025-04-20,Northeast
OPP000560,ACC00464,LEAD002798,Foxglove Real Estate - All In (New Business),New Business,All In,33600,Closed Won,true,true,2024-07-08,2024-11-02,Southeast
