stage_history_id,opportunity_id,stage_name,entered_at
SH0003145,OPP000574,Closed Lost,2025-01-10
SH0003146,OPP000575,Prospecting,2026-04-18
SH0003147,OPP000575,Discovery,2026-04-22
SH0003148,OPP000575,Demo,2026-04-26
SH0003149,OPP000575,Proposal,2026-04-30
SH0003150,OPP000575,Negotiation,2026-05-04
SH0003151,OPP000575,Closed Lost,2026-05-08
SH0003152,OPP000576,Prospecting,2025-06-24
SH0003153,OPP000576,Discovery,2025-06-30
SH0003154,OPP000576,Demo,2025-07-06
SH0003155,OPP000576,Proposal,2025-07-12
SH0003156,OPP000576,Negotiation,2025-07-18
SH0003157,OPP000576,Closed Lost,2025-07-24
SH0003158,OPP000577,Prospecting,2023-05-02
SH0003159,OPP000577,Demo,2023-05-11
SH0003160,OPP000577,Closed Lost,2023-05-20
SH0003161,OPP000578,Prospecting,2026-05-01
SH0003162,OPP000578,Discovery,2026-05-11
SH0003163,OPP000578,Demo,2026-05-21
SH0003164,OPP000578,Proposal,2026-05-31
SH0003165,OPP000578,Negotiation,2026-06-10
SH0003166,OPP000578,Closed Lost,2026-06-20
SH0003167,OPP000579,Prospecting,2026-03-05
SH0003168,OPP000579,Discovery,2026-03-17
SH0003169,OPP000579,Demo,2026-03-29
SH0003170,OPP000579,Proposal,2026-04-10
SH0003171,OPP000579,Negotiation,2026-04-22
SH0003172,OPP000579,Closed Lost,2026-05-04
SH0003173,OPP000580,Prospecting,2025-04-15
SH0003174,OPP000580,Discovery,2025-04-18
SH0003175,OPP000580,Demo,2025-04-21
SH0003176,OPP000580,Proposal,2025-04-24
SH0003177,OPP000580,Negotiation,2025-04-27
SH0003178,OPP000580,Closed Lost,2025-04-30
SH0003179,OPP000581,Prospecting,2026-04-26
SH0003180,OPP000581,Discovery,2026-05-04
SH0003181,OPP000581,Demo,2026-05-12
SH0003182,OPP000581,Proposal,2026-05-20
SH0003183,OPP000581,Negotiation,2026-05-28
SH0003184,OPP000581,Closed Lost,2026-06-05
SH0003185,OPP000582,Prospecting,2024-10-16
SH0003186,OPP000582,Discovery,2024-10-29
SH0003187,OPP000582,Demo,2024-11-11
SH0003188,OPP000582,Proposal,2024-11-24
SH0003189,OPP000582,Negotiation,2024-12-07
SH0003190,OPP000582,Closed Lost,2024-12-20
SH0003191,OPP000583,Prospecting,2025-06-13
SH0003192,OPP000583,Discovery,2025-06-23
SH0003193,OPP000583,Demo,2025-07-03
SH0003194,OPP000583,Proposal,2025-07-13
SH0003195,OPP000583,Negotiation,2025-07-23
SH0003196,OPP000583,Closed Won,2025-08-02
SH0003197,OPP000584,Prospecting,2023-12-21
SH0003198,OPP000584,Discovery,2024-01-06
SH0003199,OPP000584,Demo,2024-01-22
SH0003200,OPP000584,Proposal,2024-02-07
SH0003201,OPP000584,Negotiation,2024-02-23
SH0003202,OPP000584,Closed Won,2024-03-10
SH0003203,OPP000585,Prospecting,2025-09-05
SH0003204,OPP000585,Discovery,2025-09-17
SH0003205,OPP000585,Demo,2025-09-29
SH0003206,OPP000585,Proposal,2025-10-11
SH0003207,OPP000585,Negotiation,2025-10-23
SH0003208,OPP000585,Closed Lost,2025-11-04
SH0003209,OPP000586,Prospecting,2023-11-06
SH0003210,OPP000586,Demo,2023-11-17
SH0003211,OPP000586,Closed Lost,2023-11-28
SH0003212,OPP000587,Prospecting,2024-07-24
SH0003213,OPP000587,Discovery,2024-08-03
SH0003214,OPP000587,Demo,2024-08-13
SH0003215,OPP000587,Proposal,2024-08-23
SH0003216,OPP000587,Negotiation,2024-09-02
SH0003217,OPP000587,Closed Won,2024-09-12
SH0003218,OPP000588,Prospecting,2024-07-14
SH0003219,OPP000588,Discovery,2024-08-02
SH0003220,OPP000588,Demo,2024-08-21
SH0003221,OPP000588,Proposal,2024-09-09
SH0003222,OPP000588,Negotiation,2024-09-28
SH0003223,OPP000588,Closed Lost,2024-10-17
SH0003224,OPP000589,Prospecting,2025-03-04
SH0003225,OPP000589,Discovery,2025-03-11
SH0003226,OPP000589,Demo,2025-03-18
SH0003227,OPP000589,Proposal,2025-03-25
SH0003228,OPP000589,Negotiation,2025-04-01
SH0003229,OPP000589,Closed Lost,2025-04-08
SH0003230,OPP000590,Prospecting,2025-11-14
SH0003231,OPP000590,Discovery,2025-11-17
SH0003232,OPP000590,Demo,2025-11-20
SH0003233,OPP000590,Proposal,2025-11-23
SH0003234,OPP000590,Negotiation,2025-11-26
SH0003235,OPP000590,Closed Won,2025-11-29
SH0003236,OPP000591,Prospecting,2025-11-03
SH0003237,OPP000591,Discovery,2025-11-10
SH0003238,OPP000591,Demo,2025-11-17
SH0003239,OPP000591,Proposal,2025-11-24
SH0003240,OPP000591,Negotiation,2025-12-01
SH0003241,OPP000591,Closed Lost,2025-12-08
SH0003242,OPP000592,Prospecting,2023-12-21
SH0003243,OPP000592,Discovery,2024-01-09
SH0003244,OPP000592,Demo,2024-01-28
SH0003245,OPP000592,Proposal,2024-02-16
SH0003246,OPP000592,Negotiation,2024-03-06
SH0003247,OPP000592,Closed Won,2024-03-25
SH0003248,OPP000593,Prospecting,2024-07-30
SH0003249,OPP000593,Discovery,2024-08-07
SH0003250,OPP000593,Demo,2024-08-15
SH0003251,OPP000593,Proposal,2024-08-23
SH0003252,OPP000593,Negotiation,2024-08-31
SH0003253,OPP000593,Closed Won,2024-09-08
SH0003254,OPP000594,Prospecting,2023-04-11
SH0003255,OPP000594,Discovery,2023-04-13
SH0003256,OPP000594,Demo,2023-04-15
SH0003257,OPP000594,Proposal,2023-04-17
SH0003258,OPP000594,Negotiation,2023-04-19
SH0003259,OPP000594,Closed Lost,2023-04-21
SH0003260,OPP000595,Prospecting,2024-04-26
SH0003261,OPP000595,Demo,2024-05-19
SH0003262,OPP000595,Closed Lost,2024-06-11
SH0003263,OPP000596,Prospecting,2026-04-13
SH0003264,OPP000596,Discovery,2026-04-17
SH0003265,OPP000596,Demo,2026-04-21
SH0003266,OPP000596,Proposal,2026-04-25
SH0003267,OPP000596,Negotiation,2026-04-29
SH0003268,OPP000596,Closed Won,2026-05-03
SH0003269,OPP000597,Prospecting,2024-10-17
SH0003270,OPP000597,Discovery,2024-10-19
SH0003271,OPP000597,Demo,2024-10-21
SH0003272,OPP000597,Proposal,2024-10-23
SH0003273,OPP000597,Negotiation,2024-10-25
SH0003274,OPP000597,Closed Lost,2024-10-27
SH0003275,OPP000598,Prospecting,2025-06-10
SH0003276,OPP000598,Discovery,2025-06-27
SH0003277,OPP000598,Demo,2025-07-14
SH0003278,OPP000598,Proposal,2025-07-31
SH0003279,OPP000598,Negotiation,2025-08-17
SH0003280,OPP000598,Closed Lost,2025-09-03
SH0003281,OPP000599,Prospecting,2026-01-01
SH0003282,OPP000599,Discovery,2026-01-19
SH0003283,OPP000599,Demo,2026-02-06
SH0003284,OPP000599,Proposal,2026-02-24
SH0003285,OPP000599,Negotiation,2026-03-14
SH0003286,OPP000599,Closed Won,2026-04-01
SH0003287,OPP000600,Prospecting,2024-07-10
SH0003288,OPP000600,Discovery,2024-07-28
SH0003289,OPP000600,Demo,2024-08-15
SH0003290,OPP000600,Proposal,2024-09-02
SH0003291,OPP000600,Negotiation,2024-09-20
SH0003292,OPP000600,Closed Won,2024-10-08
SH0003293,OPP000601,Prospecting,2025-08-30
SH0003294,OPP000601,Discovery,2025-09-11
SH0003295,OPP000601,Demo,2025-09-23
SH0003296,OPP000601,Proposal,2025-10-05
SH0003297,OPP000601,Negotiation,2025-10-17
SH0003298,OPP000601,Closed Won,2025-10-29
SH0003299,OPP000602,Prospecting,2026-05-15
SH0003300,OPP000603,Prospecting,2023-02-12
SH0003301,OPP000603,Discovery,2023-02-14
SH0003302,OPP000603,Demo,2023-02-16
SH0003303,OPP000603,Proposal,2023-02-18
SH0003304,OPP000603,Negotiation,2023-02-20
SH0003305,OPP000603,Closed Won,2023-02-22
SH0003306,OPP000604,Prospecting,2023-10-28
SH0003307,OPP000604,Discovery,2023-11-08
SH0003308,OPP000604,Demo,2023-11-19
SH0003309,OPP000604,Proposal,2023-11-30
SH0003310,OPP000604,Negotiation,2023-12-11
SH0003311,OPP000604,Closed Won,2023-12-22
SH0003312,OPP000605,Prospecting,2024-11-30
SH0003313,OPP000605,Discovery,2024-12-14
SH0003314,OPP000605,Demo,2024-12-28
SH0003315,OPP000605,Proposal,2025-01-11
SH0003316,OPP000605,Negotiation,2025-01-25
SH0003317,OPP000605,Closed Lost,2025-02-08
SH0003318,OPP000606,Prospecting,2026-03-17
SH0003319,OPP000606,Discovery,2026-05-11
SH0003320,OPP000607,Prospecting,2025-12-07
SH0003321,OPP000607,Discovery,2025-12-16
SH0003322,OPP000607,Demo,2025-12-25
SH0003323,OPP000607,Proposal,2026-01-03
SH0003324,OPP000607,Negotiation,2026-01-12
SH0003325,OPP000607,Closed Lost,2026-01-21
SH0003326,OPP000608,Prospecting,2023-04-28
SH0003327,OPP000608,Discovery,2023-05-06
SH0003328,OPP000608,Demo,2023-05-14
SH0003329,OPP000608,Proposal,2023-05-22
SH0003330,OPP000608,Negotiation,2023-05-30
SH0003331,OPP000608,Closed Won,2023-06-07
SH0003332,OPP000609,Prospecting,2025-05-24
SH0003333,OPP000609,Discovery,2025-06-01
SH0003334,OPP000609,Demo,2025-06-09
SH0003335,OPP000609,Proposal,2025-06-17
SH0003336,OPP000609,Negotiation,2025-06-25
SH0003337,OPP000609,Closed Won,2025-07-03
SH0003338,OPP000610,Prospecting,2023-12-26
SH0003339,OPP000610,Discovery,2024-01-09
SH0003340,OPP000610,Demo,2024-01-23
SH0003341,OPP000610,Proposal,2024-02-06
SH0003342,OPP000610,Negotiation,2024-02-20
SH0003343,OPP000610,Closed Lost,2024-03-05
SH0003344,OPP000611,Prospecting,2025-03-29
SH0003345,OPP000611,Discovery,2025-04-04
SH0003346,OPP000611,Demo,2025-04-10
SH0003347,OPP000611,Proposal,2025-04-16
SH0003348,OPP000611,Negotiation,2025-04-22
SH0003349,OPP000611,Closed Lost,2025-04-28
SH0003350,OPP000612,Prospecting,2024-10-28
SH0003351,OPP000612,Discovery,2024-11-12
SH0003352,OPP000612,Demo,2024-11-27
SH0003353,OPP000612,Proposal,2024-12-12
SH0003354,OPP000612,Negotiation,2024-12-27
SH0003355,OPP000612,Closed Lost,2025-01-11
SH0003356,OPP000613,Prospecting,2025-06-15
SH0003357,OPP000613,Demo,2025-07-18
SH0003358,OPP000613,Closed Lost,2025-08-20
SH0003359,OPP000614,Prospecting,2025-11-23
SH0003360,OPP000614,Discovery,2025-11-30
SH0003361,OPP000614,Demo,2025-12-07
SH0003362,OPP000614,Proposal,2025-12-14
SH0003363,OPP000614,Negotiation,2025-12-21
SH0003364,OPP000614,Closed Lost,2025-12-28
SH0003365,OPP000615,Prospecting,2023-01-26
SH0003366,OPP000615,Demo,2023-02-14
SH0003367,OPP000615,Closed Lost,2023-03-05
SH0003368,OPP000616,Prospecting,2023-10-17
SH0003369,OPP000616,Discovery,2023-11-03
SH0003370,OPP000616,Demo,2023-11-20
SH0003371,OPP000616,Proposal,2023-12-07
SH0003372,OPP000616,Negotiation,2023-12-24
SH0003373,OPP000616,Closed Won,2024-01-10
SH0003374,OPP000617,Prospecting,2023-03-24
SH0003375,OPP000617,Discovery,2023-04-09
SH0003376,OPP000617,Demo,2023-04-25
SH0003377,OPP000617,Proposal,2023-05-11
SH0003378,OPP000617,Negotiation,2023-05-27
SH0003379,OPP000617,Closed Lost,2023-06-12
SH0003380,OPP000618,Prospecting,2026-05-07
SH0003381,OPP000618,Discovery,2026-05-10
SH0003382,OPP000618,Demo,2026-05-13
SH0003383,OPP000618,Proposal,2026-05-16
SH0003384,OPP000618,Negotiation,2026-05-19
SH0003385,OPP000618,Closed Lost,2026-05-22
SH0003386,OPP000619,Prospecting,2023-06-28
SH0003387,OPP000619,Demo,2023-07-13
SH0003388,OPP000619,Closed Lost,2023-07-28
SH0003389,OPP000620,Prospecting,2024-03-13
SH0003390,OPP000620,Discovery,2024-03-17
SH0003391,OPP000620,Demo,2024-03-21
SH0003392,OPP000620,Proposal,2024-03-25
SH0003393,OPP000620,Negotiation,2024-03-29
SH0003394,OPP000620,Closed Lost,2024-04-02
SH0003395,OPP000621,Prospecting,2024-11-09
SH0003396,OPP000621,Discovery,2024-11-13
SH0003397,OPP000621,Demo,2024-11-17
SH0003398,OPP000621,Proposal,2024-11-21
SH0003399,OPP000621,Negotiation,2024-11-25
SH0003400,OPP000621,Closed Won,2024-11-29
SH0003401,OPP000622,Prospecting,2024-05-10
SH0003402,OPP000622,Discovery,2024-05-26
SH0003403,OPP000622,Demo,2024-06-11
SH0003404,OPP000622,Proposal,2024-06-27
SH0003405,OPP000622,Negotiation,2024-07-13
SH0003406,OPP000622,Closed Lost,2024-07-29
SH0003407,OPP000623,Prospecting,2025-05-06
SH0003408,OPP000623,Discovery,2025-05-21
SH0003409,OPP000623,Demo,2025-06-05
SH0003410,OPP000623,Proposal,2025-06-20
SH0003411,OPP000623,Negotiation,2025-07-05
SH0003412,OPP000623,Closed Won,2025-07-20
SH0003413,OPP000624,Prospecting,2023-05-25
SH0003414,OPP000624,Discovery,2023-05-27
SH0003415,OPP000624,Demo,2023-05-29
SH0003416,OPP000624,Proposal,2023-05-31
SH0003417,OPP000624,Negotiation,2023-06-02
SH0003418,OPP000624,Closed Lost,2023-06-04
SH0003419,OPP000625,Prospecting,2024-02-21
SH0003420,OPP000625,Discovery,2024-03-09
SH0003421,OPP000625,Demo,2024-03-26
SH0003422,OPP000625,Proposal,2024-04-12
SH0003423,OPP000625,Negotiation,2024-04-29
SH0003424,OPP000625,Closed Lost,2024-05-16
SH0003425,OPP000626,Prospecting,2023-03-30
SH0003426,OPP000626,Discovery,2023-04-19
SH0003427,OPP000626,Demo,2023-05-09
SH0003428,OPP000626,Proposal,2023-05-29
SH0003429,OPP000626,Negotiation,2023-06-18
SH0003430,OPP000626,Closed Lost,2023-07-08
SH0003431,OPP000627,Prospecting,2025-08-16
SH0003432,OPP000627,Discovery,2025-08-29
SH0003433,OPP000627,Demo,2025-09-11
SH0003434,OPP000627,Proposal,2025-09-24
SH0003435,OPP000627,Negotiation,2025-10-07
SH0003436,OPP000627,Closed Lost,2025-10-20
SH0003437,OPP000628,Prospecting,2026-04-10
SH0003438,OPP000628,Discovery,2026-05-09
SH0003439,OPP000628,Demo,2026-06-07
SH0003440,OPP000629,Prospecting,2024-03-10
SH0003441,OPP000629,Discovery,2024-03-22
SH0003442,OPP000629,Demo,2024-04-03
SH0003443,OPP000629,Proposal,2024-04-15
SH0003444,OPP000629,Negotiation,2024-04-27
SH0003445,OPP000629,Closed Lost,2024-05-09
SH0003446,OPP000630,Prospecting,2024-01-18
SH0003447,OPP000630,Discovery,2024-01-28
SH0003448,OPP000630,Demo,2024-02-07
SH0003449,OPP000630,Proposal,2024-02-17
SH0003450,OPP000630,Negotiation,2024-02-27
SH0003451,OPP000630,Closed Won,2024-03-08
SH0003452,OPP000631,Prospecting,2025-02-13
SH0003453,OPP000631,Discovery,2025-02-25
SH0003454,OPP000631,Demo,2025-03-09
SH0003455,OPP000631,Proposal,2025-03-21
SH0003456,OPP000631,Negotiation,2025-04-02
SH0003457,OPP000631,Closed Lost,2025-04-14
SH0003458,OPP000632,Prospecting,2023-08-03
SH0003459,OPP000632,Discovery,2023-08-08
SH0003460,OPP000632,Demo,2023-08-13
SH0003461,OPP000632,Proposal,2023-08-18
SH0003462,OPP000632,Negotiation,2023-08-23
SH0003463,OPP000632,Closed Lost,2023-08-28
SH0003464,OPP000633,Prospecting,2024-03-18
SH0003465,OPP000633,Discovery,2024-03-25
SH0003466,OPP000633,Demo,2024-04-01
SH0003467,OPP000633,Proposal,2024-04-08
SH0003468,OPP000633,Negotiation,2024-04-15
SH0003469,OPP000633,Closed Lost,2024-04-22
SH0003470,OPP000634,Prospecting,2023-10-21
SH0003471,OPP000634,Discovery,2023-11-01
SH0003472,OPP000634,Demo,2023-11-12
SH0003473,OPP000634,Proposal,2023-11-23
SH0003474,OPP000634,Negotiation,2023-12-04
SH0003475,OPP000634,Closed Won,2023-12-15
SH0003476,OPP000635,Prospecting,2025-12-20
SH0003477,OPP000635,Discovery,2026-01-08
SH0003478,OPP000635,Demo,2026-01-27
SH0003479,OPP000635,Proposal,2026-02-15
SH0003480,OPP000635,Negotiation,2026-03-06
SH0003481,OPP000635,Closed Lost,2026-03-25
SH0003482,OPP000636,Prospecting,2024-11-04
SH0003483,OPP000636,Discovery,2024-11-09
SH0003484,OPP000636,Demo,2024-11-14
SH0003485,OPP000636,Proposal,2024-11-19
SH0003486,OPP000636,Negotiation,2024-11-24
SH0003487,OPP000636,Closed Won,2024-11-29
SH0003488,OPP000637,Prospecting,2025-06-29
SH0003489,OPP000637,Discovery,2025-07-01
SH0003490,OPP000637,Demo,2025-07-03
SH0003491,OPP000637,Proposal,2025-07-05
SH0003492,OPP000637,Negotiation,2025-07-07
SH0003493,OPP000637,Closed Won,2025-07-09
SH0003494,OPP000638,Prospecting,2026-03-12
SH0003495,OPP000638,Discovery,2026-03-15
SH0003496,OPP000638,Demo,2026-03-18
SH0003497,OPP000638,Proposal,2026-03-21
SH0003498,OPP000638,Negotiation,2026-03-24
SH0003499,OPP000638,Closed Lost,2026-03-27
SH0003500,OPP000639,Prospecting,2024-12-20
SH0003501,OPP000639,Discovery,2024-12-31
SH0003502,OPP000639,Demo,2025-01-11
SH0003503,OPP000639,Proposal,2025-01-22
SH0003504,OPP000639,Negotiation,2025-02-02
SH0003505,OPP000639,Closed Lost,2025-02-13
SH0003506,OPP000640,Prospecting,2023-05-09
SH0003507,OPP000640,Discovery,2023-05-25
SH0003508,OPP000640,Demo,2023-06-10
SH0003509,OPP000640,Proposal,2023-06-26
SH0003510,OPP000640,Negotiation,2023-07-12
SH0003511,OPP000640,Closed Lost,2023-07-28
SH0003512,OPP000641,Prospecting,2026-05-15
SH0003513,OPP000641,Discovery,2026-05-29
SH0003514,OPP000641,Demo,2026-06-12
SH0003515,OPP000641,Proposal,2026-06-26
SH0003516,OPP000641,Negotiation,2026-07-10
SH0003517,OPP000642,Prospecting,2025-09-13
SH0003518,OPP000642,Discovery,2025-09-21
SH0003519,OPP000642,Demo,2025-09-29
SH0003520,OPP000642,Proposal,2025-10-07
SH0003521,OPP000642,Negotiation,2025-10-15
SH0003522,OPP000642,Closed Won,2025-10-23
SH0003523,OPP000643,Prospecting,2025-01-15
SH0003524,OPP000643,Discovery,2025-01-21
SH0003525,OPP000643,Demo,2025-01-27
SH0003526,OPP000643,Proposal,2025-02-02
SH0003527,OPP000643,Negotiation,2025-02-08
SH0003528,OPP000643,Closed Won,2025-02-14
SH0003529,OPP000644,Prospecting,2025-09-26
SH0003530,OPP000644,Discovery,2025-10-01
SH0003531,OPP000644,Demo,2025-10-06
SH0003532,OPP000644,Proposal,2025-10-11
SH0003533,OPP000644,Negotiation,2025-10-16
SH0003534,OPP000644,Closed Lost,2025-10-21
SH0003535,OPP000645,Prospecting,2023-05-29
SH0003536,OPP000645,Discovery,2023-06-07
SH0003537,OPP000645,Demo,2023-06-16
SH0003538,OPP000645,Proposal,2023-06-25
SH0003539,OPP000645,Negotiation,2023-07-04
SH0003540,OPP000645,Closed Won,2023-07-13
SH0003541,OPP000646,Prospecting,2025-04-01
SH0003542,OPP000646,Discovery,2025-04-18
SH0003543,OPP000646,Demo,2025-05-05
SH0003544,OPP000646,Proposal,2025-05-22
SH0003545,OPP000646,Negotiation,2025-06-08
SH0003546,OPP000646,Closed Won,2025-06-25
SH0003547,OPP000647,Prospecting,2025-12-06
SH0003548,OPP000647,Discovery,2025-12-18
SH0003549,OPP000647,Demo,2025-12-30
SH0003550,OPP000647,Proposal,2026-01-11
SH0003551,OPP000647,Negotiation,2026-01-23
SH0003552,OPP000647,Closed Won,2026-02-04
SH0003553,OPP000648,Prospecting,2023-07-16
SH0003554,OPP000648,Discovery,2023-07-26
SH0003555,OPP000648,Demo,2023-08-05
SH0003556,OPP000648,Proposal,2023-08-15
SH0003557,OPP000648,Negotiation,2023-08-25
SH0003558,OPP000648,Closed Lost,2023-09-04
SH0003559,OPP000649,Prospecting,2024-02-18
SH0003560,OPP000649,Discovery,2024-02-27
SH0003561,OPP000649,Demo,2024-03-07
SH0003562,OPP000649,Proposal,2024-03-16
SH0003563,OPP000649,Negotiation,2024-03-25
SH0003564,OPP000649,Closed Lost,2024-04-03
SH0003565,OPP000650,Prospecting,2023-06-11
SH0003566,OPP000650,Discovery,2023-06-23
SH0003567,OPP000650,Demo,2023-07-05
SH0003568,OPP000650,Proposal,2023-07-17
SH0003569,OPP000650,Negotiation,2023-07-29
SH0003570,OPP000650,Closed Lost,2023-08-10
SH0003571,OPP000651,Prospecting,2024-03-03
SH0003572,OPP000651,Discovery,2024-03-16
SH0003573,OPP000651,Demo,2024-03-29
SH0003574,OPP000651,Proposal,2024-04-11
SH0003575,OPP000651,Negotiation,2024-04-24
SH0003576,OPP000651,Closed Won,2024-05-07
SH0003577,OPP000652,Prospecting,2023-11-03
SH0003578,OPP000652,Discovery,2023-11-22
SH0003579,OPP000652,Demo,2023-12-11
SH0003580,OPP000652,Proposal,2023-12-30
SH0003581,OPP000652,Negotiation,2024-01-18
SH0003582,OPP000652,Closed Lost,2024-02-06
SH0003583,OPP000653,Prospecting,2024-10-14
SH0003584,OPP000653,Discovery,2024-10-29
SH0003585,OPP000653,Demo,2024-11-13
SH0003586,OPP000653,Proposal,2024-11-28
SH0003587,OPP000653,Negotiation,2024-12-13
SH0003588,OPP000653,Closed Lost,2024-12-28
SH0003589,OPP000654,Prospecting,2025-04-22
SH0003590,OPP000654,Discovery,2025-05-10
SH0003591,OPP000654,Demo,2025-05-28
SH0003592,OPP000654,Proposal,2025-06-15
SH0003593,OPP000654,Negotiation,2025-07-03
SH0003594,OPP000654,Closed Lost,2025-07-21
SH0003595,OPP000655,Prospecting,2025-12-09
SH0003596,OPP000655,Discovery,2025-12-25
SH0003597,OPP000655,Demo,2026-01-10
SH0003598,OPP000655,Proposal,2026-01-26
SH0003599,OPP000655,Negotiation,2026-02-11
SH0003600,OPP000655,Closed Lost,2026-02-27
SH0003601,OPP000656,Prospecting,2023-04-10
SH0003602,OPP000656,Discovery,2023-04-27
SH0003603,OPP000656,Demo,2023-05-14
SH0003604,OPP000656,Proposal,2023-05-31
SH0003605,OPP000656,Negotiation,2023-06-17
SH0003606,OPP000656,Closed Won,2023-07-04
SH0003607,OPP000657,Prospecting,2023-12-09
SH0003608,OPP000657,Discovery,2023-12-18
SH0003609,OPP000657,Demo,2023-12-27
SH0003610,OPP000657,Proposal,2024-01-05
SH0003611,OPP000657,Negotiation,2024-01-14
SH0003612,OPP000657,Closed Won,2024-01-23
SH0003613,OPP000658,Prospecting,2024-01-13
SH0003614,OPP000658,Discovery,2024-01-17
SH0003615,OPP000658,Demo,2024-01-21
SH0003616,OPP000658,Proposal,2024-01-25
SH0003617,OPP000658,Negotiation,2024-01-29
SH0003618,OPP000658,Closed Won,2024-02-02
SH0003619,OPP000659,Prospecting,2023-06-03
SH0003620,OPP000659,Discovery,2023-06-13
SH0003621,OPP000659,Demo,2023-06-23
SH0003622,OPP000659,Proposal,2023-07-03
SH0003623,OPP000659,Negotiation,2023-07-13
SH0003624,OPP000659,Closed Lost,2023-07-23
SH0003625,OPP000660,Prospecting,2026-06-14
SH0003626,OPP000660,Discovery,2026-07-06
SH0003627,OPP000660,Demo,2026-07-28
SH0003628,OPP000660,Proposal,2026-08-19
SH0003629,OPP000661,Prospecting,2023-02-22
SH0003630,OPP000661,Discovery,2023-02-24
SH0003631,OPP000661,Demo,2023-02-26
SH0003632,OPP000661,Proposal,2023-02-28
SH0003633,OPP000661,Negotiation,2023-03-02
SH0003634,OPP000661,Closed Lost,2023-03-04
SH0003635,OPP000662,Prospecting,2026-04-19
SH0003636,OPP000662,Discovery,2026-05-26
SH0003637,OPP000662,Demo,2026-07-02
SH0003638,OPP000663,Prospecting,2026-01-16
SH0003639,OPP000663,Discovery,2026-01-19
SH0003640,OPP000663,Demo,2026-01-22
SH0003641,OPP000663,Proposal,2026-01-25
SH0003642,OPP000663,Negotiation,2026-01-28
SH0003643,OPP000663,Closed Lost,2026-01-31
SH0003644,OPP000664,Prospecting,2025-08-18
SH0003645,OPP000664,Discovery,2025-08-25
SH0003646,OPP000664,Demo,2025-09-01
SH0003647,OPP000664,Proposal,2025-09-08
SH0003648,OPP000664,Negotiation,2025-09-15
SH0003649,OPP000664,Closed Won,2025-09-22
SH0003650,OPP000665,Prospecting,2026-05-16
SH0003651,OPP000665,Discovery,2026-06-22
SH0003652,OPP000665,Demo,2026-07-29
SH0003653,OPP000666,Prospecting,2024-08-20
SH0003654,OPP000666,Discovery,2024-09-05
SH0003655,OPP000666,Demo,2024-09-21
SH0003656,OPP000666,Proposal,2024-10-07
SH0003657,OPP000666,Negotiation,2024-10-23
SH0003658,OPP000666,Closed Won,2024-11-08
SH0003659,OPP000667,Prospecting,2024-07-24
SH0003660,OPP000667,Discovery,2024-07-31
SH0003661,OPP000667,Demo,2024-08-07
SH0003662,OPP000667,Proposal,2024-08-14
SH0003663,OPP000667,Negotiation,2024-08-21
SH0003664,OPP000667,Closed Won,2024-08-28
SH0003665,OPP000668,Prospecting,2024-05-05
SH0003666,OPP000668,Discovery,2024-05-12
SH0003667,OPP000668,Demo,2024-05-19
SH0003668,OPP000668,Proposal,2024-05-26
SH0003669,OPP000668,Negotiation,2024-06-02
SH0003670,OPP000668,Closed Lost,2024-06-09
SH0003671,OPP000669,Prospecting,2025-06-03
SH0003672,OPP000669,Discovery,2025-06-22
SH0003673,OPP000669,Demo,2025-07-11
SH0003674,OPP000669,Proposal,2025-07-30
SH0003675,OPP000669,Negotiation,2025-08-18
SH0003676,OPP000669,Closed Lost,2025-09-06
SH0003677,OPP000670,Prospecting,2023-09-08
SH0003678,OPP000670,Demo,2023-09-16
SH0003679,OPP000670,Closed Lost,2023-09-24
SH0003680,OPP000671,Prospecting,2025-04-19
SH0003681,OPP000671,Discovery,2025-04-29
SH0003682,OPP000671,Demo,2025-05-09
SH0003683,OPP000671,Proposal,2025-05-19
SH0003684,OPP000671,Negotiation,2025-05-29
SH0003685,OPP000671,Closed Won,2025-06-08
SH0003686,OPP000672,Prospecting,2025-12-07
SH0003687,OPP000672,Demo,2026-01-11
SH0003688,OPP000672,Closed Won,2026-02-15
SH0003689,OPP000673,Prospecting,2023-04-29
SH0003690,OPP000673,Discovery,2023-05-05
SH0003691,OPP000673,Demo,2023-05-11
SH0003692,OPP000673,Proposal,2023-05-17
SH0003693,OPP000673,Negotiation,2023-05-23
SH0003694,OPP000673,Closed Lost,2023-05-29
SH0003695,OPP000674,Prospecting,2026-05-20
SH0003696,OPP000675,Prospecting,2023-01-22
SH0003697,OPP000675,Discovery,2023-02-05
SH0003698,OPP000675,Demo,2023-02-19
SH0003699,OPP000675,Proposal,2023-03-05
SH0003700,OPP000675,Negotiation,2023-03-19
SH0003701,OPP000675,Closed Lost,2023-04-02
SH0003702,OPP000676,Prospecting,2024-07-10
SH0003703,OPP000676,Demo,2024-07-15
SH0003704,OPP000676,Closed Lost,2024-07-20
SH0003705,OPP000677,Prospecting,2025-02-20
SH0003706,OPP000677,Discovery,2025-02-24
SH0003707,OPP000677,Demo,2025-02-28
SH0003708,OPP000677,Proposal,2025-03-04
SH0003709,OPP000677,Negotiation,2025-03-08
SH0003710,OPP000677,Closed Lost,2025-03-12
SH0003711,OPP000678,Prospecting,2026-06-29
SH0003712,OPP000679,Prospecting,2023-06-19
SH0003713,OPP000679,Discovery,2023-06-27
SH0003714,OPP000679,Demo,2023-07-05
SH0003715,OPP000679,Proposal,2023-07-13
