account_id,account_name,segment,industry,billing_state,billing_region,employee_count,created_date
ACC00613,Summit Properties,Small Team,luxury residential,MI,Midwest,7,2025-08-07
ACC00614,Stonebridge & Co.,Small Team,Property Management,WA,West,2,2024-08-12
ACC00615,Blackwood & Co.,Small Team,Property Management,NV,West,4,2025-01-10
ACC00616,Beacon & Co.,Large Team,Residential Real Estate,WA,West,10,2023-11-30
ACC00617,Cypress & Co.,Solo Agent,Residential Real Estate,IL,Midwest,1,2024-12-30
ACC00618,Foxglove Group,Small Team,Commercial Real Estate,OR,West,2,2023-12-09
ACC00619,Lakeshore Partners,Large Team,Luxury Residential,MN,Midwest,12,2023-01-27
ACC00620,Harbor Realty,Small Team,Residential Real Estate,AZ,Southwest,5,2024-01-21
ACC00621,Blackwood Realty,Solo Agent,Commercial Real Estate,IL,Midwest,1,2025-06-24
ACC00622,Ironwood & Co.,Solo Agent,Luxury Residential,TX,Southwest,1,2024-03-05
ACC00623,Blackwood Realty,Solo Agent,Residential Real Estate,CA,West,1,2023-03-09
ACC00624,Lakeshore Realty,Brokerage,Luxury Residential,CA,West,327,2024-02-25
ACC00625,Harbor Realty,Solo Agent,Luxury Residential,MO,Midwest,1,2025-10-22
ACC00626,Harbor Properties,Brokerage,Residential Real Estate,CO,Southwest,125,2023-12-18
ACC00627,Ironwood Partners,Small Team,Luxury Residential,GA,Southeast,5,2023-08-08
ACC00628,Lakeshore & Co.,Small Team,Luxury Residential,OR,West,2,2025-11-30
ACC00629,Beacon Properties,Solo Agent,Commercial Real Estate,NV,West,1,2025-07-24
ACC00630,Foxglove Partners,Large Team,Commercial Real Estate,CA,West,25,2025-09-01
ACC00631,Harbor & Co.,Solo Agent,Property Management,WA,West,1,2025-03-19
ACC00632,Ironwood & Co.,Small Team,Residential Real Estate,CO,Southwest,8,2025-04-07
ACC00633,Meridian Partners,Small Team,Commercial Real Estate,MN,Midwest,3,2025-03-30
ACC00634,Ridgeline Realty,Solo Agent,Luxury Residential,CA,West,1,2025-10-15
ACC00635,Meridian Real Estate,Brokerage,Commercial Real Estate,CA,West,283,2025-02-22
ACC00636,Cypress Group,Solo Agent,Property Management,SC,Southeast,1,2025-10-16
ACC00637,Summit Realty,Solo Agent,Property Management,WA,West,1,2024-10-06
ACC00638,Meridian & Co.,Solo Agent,Property Management,TN,Southeast,1,2025-03-07
ACC00639,Ironwood Real Estate,Solo Agent,Property Management,NJ,Northeast,1,2024-06-23
ACC00640,Meridian Realty,Solo Agent,Commercial Real Estate,NJ,Northeast,1,2025-01-20
ACC00641,Foxglove Group,Solo Agent,Luxury Residential,MO,Midwest,1,2023-04-26
ACC00642,Foxglove Partners,Solo Agent,commercial real estate,NV,West,1,2023-02-10
ACC00643,Harbor Partners,Brokerage,Property Management,CA,West,288,2025-02-12
ACC00644,Cornerstone Partners,Solo Agent,Commercial Real Estate,IL,Midwest,1,2024-09-05
ACC00645,Harbor & Co.,Brokerage,Luxury Residential,MO,Midwest,170,2025-04-03
ACC00646,Lakeshore Realty,Small Team,Property Management,OR,West,5,2025-12-23
ACC00647,Beacon & Co.,Solo Agent,Commercial Real Estate,MO,Midwest,1,2025-04-03
ACC00648,Stonebridge Partners,Large Team,Property Management,NJ,Northeast,29,2026-03-27
ACC00649,Stonebridge & Co.,Solo Agent,Luxury Residential,NJ,Northeast,1,2025-08-05
ACC00650,Blackwood & Co.,Large Team,Commercial Real Estate,AZ,Southwest,12,2024-06-30
ACC00651,Ironwood Partners,Solo Agent,Property Management,TX,Southwest,1,2024-09-27
ACC00652,Summit & Co.,Solo Agent,Luxury Residential,NV,West,1,2024-07-22
ACC00653,Foxglove & Co.,Solo Agent,Property Management,NY,Northeast,1,2023-05-11
ACC00654,Meridian Real Estate,Small Team,Residential Real Estate,OR,West,2,2025-10-21
ACC00655,Stonebridge Partners,Large Team,Commercial Real Estate,WA,West,13,2024-10-03
ACC00656,Meridian Realty,Solo Agent,Property Management,CO,Southwest,1,2024-07-16
ACC00657,Ridgeline Group,Solo Agent,Commercial Real Estate,CT,Northeast,1,2024-05-19
ACC00658,Ironwood Group,Solo Agent,Luxury Residential,NJ,Northeast,1,2023-04-22
ACC00659,Cornerstone Group,Solo Agent,Commercial Real Estate,GA,Southeast,1,2025-03-15
ACC00660,Beacon Partners,Large Team,Residential Real Estate,TN,Southeast,22,2024-07-15
ACC00661,Meridian & Co.,Small Team,Residential Real Estate,NM,Southwest,7,2025-11-02
ACC00662,Foxglove Group,Small Team,Residential Real Estate,NM,Southwest,2,2023-10-06
ACC00663,Lakeshore Partners,Small Team,Property Management,CT,Northeast,4,2023-09-24
ACC00664,Lakeshore Properties,Large Team,Luxury Residential,CT,Northeast,27,2024-07-31
ACC00665,Beacon Properties,Brokerage,Luxury Residential,OR,West,347,2026-02-17
ACC00666,Ridgeline Real Estate,Small Team,Residential Real Estate,FL,Southeast,7,2023-11-02
ACC00667,Cornerstone Properties,Large Team,Residential Real Estate,NC,Southeast,24,2025-10-09
ACC00668,Blackwood & Co.,Solo Agent,Luxury Residential,AZ,Southwest,1,2024-02-28
ACC00669,Cornerstone Group,Solo Agent,Luxury Residential,NV,West,1,2024-06-20
ACC00670,Stonebridge Partners,Brokerage,Luxury Residential,MO,Midwest,316,2025-03-25
ACC00671,Meridian & Co.,Solo Agent,Property Management,CA,West,1,2024-04-25
ACC00672,Cypress Realty,Solo Agent,Commercial Real Estate,SC,Southeast,1,2025-03-19
ACC00673,Stonebridge Real Estate,Brokerage,Luxury Residential,TN,Southeast,191,2025-08-16
ACC00674,Ironwood Group,Brokerage,Commercial Real Estate,OR,West,254,2025-10-19
ACC00675,Foxglove & Co.,Solo Agent,Luxury Residential,CO,Southwest,1,2025-10-03
ACC00676,Beacon Partners,Solo Agent,Commercial Real Estate,TX,Southwest,1,2025-08-21
ACC00677,Ridgeline Realty,Small Team,Residential Real Estate,NJ,Northeast,3,2025-10-06
ACC00678,Summit Real Estate,Small Team,Luxury Residential,AZ,Southwest,2,2024-07-12
ACC00679,Foxglove Realty,Large Team,Commercial Real Estate,NV,West,12,2023-02-23
ACC00680,Blackwood Real Estate,Solo Agent,Property Management,TX,Southwest,1,2025-07-31
ACC00681,Summit & Co.,Solo Agent,Luxury Residential,NC,Southeast,1,2026-03-11
ACC00682,Ridgeline Properties,Brokerage,Residential Real Estate,CT,Northeast,114,2025-02-20
ACC00683,Beacon Partners,Large Team,Luxury Residential,NC,Southeast,30,2024-08-06
ACC00684,Beacon Group,Small Team,Property Management,MO,Midwest,2,2025-09-29
ACC00685,Lakeshore Partners,Solo Agent,residential real estate,MA,Northeast,1,2025-05-22
ACC00686,Beacon Group,Solo Agent,Property Management,MA,Northeast,1,2025-08-16
ACC00687,Summit Real Estate,Solo Agent,Residential Real Estate,NY,Northeast,1,2026-03-10
ACC00688,Cypress Realty,Large Team,Commercial Real Estate,NY,Northeast,14,2024-12-28
ACC00689,Beacon & Co.,Solo Agent,Commercial Real Estate,NV,West,1,2024-09-01
ACC00690,Harbor Partners,Solo Agent,Commercial Real Estate,TX,Southwest,1,2026-05-22
ACC00691,Stonebridge Real Estate,Small Team,Property Management,CO,Southwest,6,2025-07-31
ACC00692,Cornerstone Realty,Large Team,Luxury Residential,FL,Southeast,9,2023-06-29
ACC00693,Cypress Properties,Small Team,Property Management,FL,Southeast,8,2024-05-10
ACC00694,Stonebridge & Co.,Solo Agent,Luxury Residential,TN,Southeast,1,2023-08-27
ACC00695,Summit Realty,Solo Agent,Property Management,CT,Northeast,1,2024-08-26
ACC00696,Beacon Real Estate,Small Team,Residential Real Estate,PA,Northeast,3,2024-08-18
ACC00697,Foxglove Partners,Solo Agent,Residential Real Estate,NV,West,1,2024-10-08
ACC00698,Stonebridge Properties,Solo Agent,Residential Real Estate,MN,Midwest,1,2025-06-12
ACC00699,Blackwood & Co.,Small Team,Property Management,CO,Southwest,8,2024-11-25
ACC00700,Stonebridge Realty,Large Team,Luxury Residential,MN,Midwest,15,2023-11-28
ACC00701,Cornerstone Real Estate,Small Team,Property Management,NY,Northeast,4,2025-05-01
ACC00702,Lakeshore Partners,Solo Agent,Residential Real Estate,TX,Southwest,1,2025-10-28
ACC00703,Cypress Group,Solo Agent,Commercial Real Estate,GA,Southeast,1,2024-11-27
ACC00704,Meridian Realty,Brokerage,Residential Real Estate,SC,Southeast,116,2023-08-16
ACC00705,Stonebridge Partners,Large Team,Luxury Residential,NV,West,29,2025-01-10
ACC00706,Ironwood Realty,Large Team,Luxury Residential,OH,Midwest,18,2023-09-09
ACC00707,Foxglove Properties,Solo Agent,Property Management,AZ,Southwest,1,2025-02-01
ACC00708,Cypress & Co.,Solo Agent,Property Management,NC,Southeast,1,2025-04-18
ACC00709,Ridgeline Partners,Brokerage,Commercial Real Estate,NY,Northeast,369,2023-06-23
ACC00710,Foxglove & Co.,Large Team,Commercial Real Estate,NM,Southwest,9,2023-04-29
ACC00711,Cornerstone Real Estate,Small Team,Property Management,PA,Northeast,7,2023-10-28
ACC00712,Lakeshore Partners,Large Team,residential real estate,GA,Southeast,11,2024-09-09
ACC00713,Cypress Real Estate,Solo Agent,luxury residential,NJ,Northeast,1,2024-11-28
ACC00714,Cypress Group,Solo Agent,Commercial Real Estate,NY,Northeast,1,2023-05-03
ACC00715,Cornerstone & Co.,Solo Agent,Property Management,SC,Southeast,1,2023-01-11
ACC00716,Cypress Real Estate,Small Team,Luxury Residential,MA,Northeast,5,2025-02-12
ACC00717,Ridgeline Partners,Large Team,Residential Real Estate,GA,Southeast,20,2023-06-17
ACC00718,Meridian Partners,Solo Agent,Property Management,CT,Northeast,1,2026-02-18
ACC00719,Ridgeline & Co.,Solo Agent,Property Management,TX,Southwest,1,2023-09-18
ACC00720,Ironwood Realty,Brokerage,Residential Real Estate,TX,Southwest,51,2025-01-26
ACC00721,Blackwood Group,Solo Agent,Commercial Real Estate,CT,Northeast,1,2025-01-30
ACC00722,Stonebridge Partners,Solo Agent,Commercial Real Estate,NY,Northeast,1,2024-09-16
ACC00723,Lakeshore Partners,Solo Agent,Commercial Real Estate,NV,West,1,2026-03-19
ACC00724,Lakeshore Realty,Large Team,Luxury Residential,SC,Southeast,16,2025-07-08
ACC00725,Ridgeline & Co.,Small Team,Commercial Real Estate,IL,Midwest,6,2025-06-26
ACC00726,Cypress Properties,Solo Agent,Residential Real Estate,CT,Northeast,1,2026-01-14
ACC00727,Stonebridge Real Estate,Brokerage,Luxury Residential,CO,Southwest,341,2024-07-17
ACC00728,Summit Group,Solo Agent,Property Management,MN,Midwest,1,2023-04-03
ACC00729,Cypress Properties,Solo Agent,Residential Real Estate,MI,Midwest,1,2023-07-06
ACC00730,Lakeshore Properties,Solo Agent,Luxury Residential,TX,Southwest,1,2025-04-14
ACC00731,Harbor Realty,Solo Agent,Commercial Real Estate,OH,Midwest,1,2024-10-25
ACC00732,Blackwood Realty,Small Team,Property Management,NM,Southwest,6,2025-10-30
ACC00733,Meridian & Co.,Solo Agent,Residential Real Estate,FL,Southeast,1,2024-04-23
ACC00734,Foxglove Real Estate,Solo Agent,Property Management,AZ,Southwest,1,2025-04-13
ACC00735,Beacon Real Estate,Small Team,property management,NM,Southwest,2,2025-05-17
ACC00736,Cornerstone Real Estate,Small Team,Commercial Real Estate,MO,Midwest,2,2025-02-17
ACC00737,Ridgeline & Co.,Solo Agent,Property Management,PA,Northeast,1,2023-07-03
ACC00738,Stonebridge Partners,Brokerage,Commercial Real Estate,NJ,Northeast,205,2024-10-13
ACC00739,Stonebridge Properties,Solo Agent,commercial real estate,TX,Southwest,1,2026-05-12
ACC00740,Foxglove & Co.,Solo Agent,Property Management,TX,Southwest,1,2025-09-28
ACC00741,Stonebridge Realty,Solo Agent,Commercial Real Estate,CA,West,1,2025-02-09
ACC00742,Stonebridge Group,Solo Agent,Commercial Real Estate,WA,West,1,2023-02-10
ACC00743,Lakeshore Realty,Large Team,Luxury Residential,MI,Midwest,28,2024-03-28
ACC00744,Meridian Real Estate,Solo Agent,Residential Real Estate,NV,West,1,2025-03-22
ACC00745,Ridgeline & Co.,Small Team,Luxury Residential,NY,Northeast,4,2026-05-19
ACC00746,Summit & Co.,Small Team,Luxury Residential,PA,Northeast,7,2024-07-15
ACC00747,Ironwood Group,Brokerage,Commercial Real Estate,CA,West,295,2023-04-17
ACC00748,Ironwood Real Estate,Large Team,Residential Real Estate,NV,West,21,2024-04-04
ACC00749,Cornerstone & Co.,Solo Agent,Residential Real Estate,MN,Midwest,1,2026-03-17
ACC00750,Summit Real Estate,Solo Agent,Residential Real Estate,MI,Midwest,1,2023-07-18
ACC00751,Cornerstone Realty,Brokerage,Commercial Real Estate,CO,Southwest,327,2023-04-22
ACC00752,Stonebridge Realty,Solo Agent,Residential Real Estate,WA,West,1,2023-05-05
ACC00753,Summit Real Estate,Small Team,Residential Real Estate,IL,Midwest,8,2025-06-03
ACC00754,Foxglove Real Estate,Small Team,Luxury Residential,CA,West,5,2025-04-21
ACC00755,Lakeshore Real Estate,Small Team,Residential Real Estate,MA,Northeast,2,2024-11-26
ACC00756,Blackwood Group,Small Team,Luxury Residential,NV,West,7,2024-02-01
ACC00757,Meridian Partners,Solo Agent,Residential Real Estate,NM,Southwest,1,2023-04-01
ACC00758,Summit Real Estate,Small Team,Commercial Real Estate,AZ,Southwest,3,2026-05-20
ACC00759,Cornerstone Realty,Solo Agent,Luxury Residential,OR,West,1,2024-02-05
ACC00760,Ironwood Group,Small Team,Commercial Real Estate,GA,Southeast,5,2024-11-09
ACC00761,Cornerstone Properties,Large Team,Luxury Residential,CO,Southwest,21,2024-04-01
ACC00762,Lakeshore Realty,Solo Agent,commercial real estate,SC,Southeast,1,2023-01-14
ACC00763,Cornerstone Properties,Small Team,Residential Real Estate,NM,Southwest,3,2025-01-07
ACC00764,Summit Properties,Solo Agent,Luxury Residential,NM,Southwest,1,2026-02-09
ACC00765,Blackwood Partners,Small Team,Commercial Real Estate,GA,Southeast,8,2023-08-16
ACC00766,Ridgeline Properties,Brokerage,Residential Real Estate,AZ,Southwest,193,2025-06-07
ACC00767,Meridian Properties,Solo Agent,Residential Real Estate,PA,Northeast,1,2024-05-15
ACC00768,Meridian Partners,Solo Agent,Luxury Residential,AZ,Southwest,1,2024-07-27
ACC00769,Foxglove Real Estate,Solo Agent,Property Management,NJ,Northeast,1,2025-11-07
ACC00770,Beacon Partners,Small Team,Property Management,MI,Midwest,7,2025-12-12
ACC00771,Ironwood Properties,Solo Agent,Property Management,OR,West,1,2024-02-20
ACC00772,Blackwood Partners,Solo Agent,Luxury Residential,MO,Midwest,1,2023-06-23
ACC00773,Ironwood Partners,Small Team,Property Management,NC,Southeast,4,2024-11-19
ACC00774,Lakeshore Realty,Solo Agent,Commercial Real Estate,OR,West,1,2024-04-23
ACC00775,Lakeshore Properties,Solo Agent,Residential Real Estate,OR,West,1,2025-01-07
ACC00776,Blackwood Group,Small Team,commercial real estate,NM,Southwest,5,2023-10-10
ACC00777,Cornerstone Properties,Small Team,Luxury Residential,WA,West,3,2025-11-15
ACC00778,Lakeshore Properties,Small Team,Commercial Real Estate,CT,Northeast,3,2025-08-02
ACC00779,Stonebridge Realty,Solo Agent,Luxury Residential,CT,Northeast,1,2023-10-12
ACC00780,Summit Real Estate,Small Team,Commercial Real Estate,FL,Southeast,3,2025-04-06
ACC00781,Cornerstone Partners,Large Team,Property Management,NY,Northeast,24,2026-03-21
ACC00782,Harbor & Co.,Small Team,Commercial Real Estate,MO,Midwest,2,2025-07-13
ACC00783,Cornerstone Group,Solo Agent,Property Management,CA,West,1,2023-05-23
ACC00784,Harbor Properties,Solo Agent,Property Management,NV,West,1,2025-04-21
ACC00785,Stonebridge & Co.,Solo Agent,Commercial Real Estate,CO,Southwest,1,2024-02-26
ACC00786,Ridgeline Partners,Solo Agent,Commercial Real Estate,NY,Northeast,1,2025-07-28
ACC00787,Summit & Co.,Large Team,Property Management,IL,Midwest,23,2025-10-02
ACC00788,Meridian & Co.,Solo Agent,Property Management,MN,Midwest,1,2023-12-25
ACC00789,Ridgeline Group,Solo Agent,Luxury Residential,PA,Northeast,1,2023-03-31
ACC00790,Harbor Realty,Large Team,Residential Real Estate,NM,Southwest,14,2025-04-22
ACC00791,Stonebridge & Co.,Small Team,Residential Real Estate,CO,Southwest,4,2025-08-04
ACC00792,Ridgeline Group,Solo Agent,Residential Real Estate,TN,Southeast,1,2024-05-28
ACC00793,Blackwood Properties,Small Team,Luxury Residential,MA,Northeast,6,2025-06-15
ACC00794,Summit & Co.,Solo Agent,Luxury Residential,MI,Midwest,1,2025-03-11
ACC00795,Summit & Co.,Small Team,Luxury Residential,TX,Southwest,7,2025-12-26
ACC00796,Cornerstone Group,Small Team,Property Management,WA,West,2,2023-04-10
ACC00797,Harbor Properties,Brokerage,Luxury Residential,CA,West,53,2024-11-21
ACC00798,Cornerstone Real Estate,Small Team,Commercial Real Estate,GA,Southeast,5,2024-10-31
ACC00799,Foxglove Group,Solo Agent,luxury residential,TX,Southwest,1,2024-10-24
ACC00800,Cornerstone Partners,Small Team,commercial real estate,OR,West,2,2024-07-24
ACC00801,Stonebridge Partners,Solo Agent,Commercial Real Estate,AZ,Southwest,1,2023-07-14
ACC00802,Meridian Real Estate,Brokerage,Residential Real Estate,MN,Midwest,150,2025-09-14
ACC00803,Harbor Group,Small Team,luxury residential,MA,Northeast,8,2023-01-28
ACC00804,Ridgeline Partners,Solo Agent,Property Management,WA,West,1,2025-02-06
ACC00805,Ironwood & Co.,Solo Agent,Residential Real Estate,MI,Midwest,1,2024-10-12
ACC00806,Stonebridge & Co.,Solo Agent,Luxury Residential,AZ,Southwest,1,2023-04-21
ACC00807,Cornerstone Realty,Small Team,Property Management,GA,Southeast,3,2023-05-13
ACC00808,Ironwood & Co.,Small Team,Luxury Residential,CT,Northeast,3,2024-02-23
ACC00809,Beacon & Co.,Solo Agent,Commercial Real Estate,GA,Southeast,1,2024-05-24
ACC00810,Cypress Real Estate,Solo Agent,Property Management,MN,Midwest,1,2023-12-10
ACC00811,Ridgeline Real Estate,Solo Agent,Commercial Real Estate,GA,Southeast,1,2023-06-20
ACC00812,Ridgeline & Co.,Solo Agent,Property Management,TN,Southeast,1,2026-02-25
ACC00813,Ironwood Partners,Large Team,Property Management,OR,West,18,2025-02-05
ACC00814,Meridian Properties,Solo Agent,Residential Real Estate,MA,Northeast,1,2023-03-21
ACC00815,Ironwood & Co.,Small Team,Residential Real Estate,GA,Southeast,5,2025-01-24
ACC00816,Foxglove Properties,Small Team,Commercial Real Estate,OR,West,6,2023-10-30
ACC00817,Meridian Realty,Solo Agent,Property Management,AZ,Southwest,1,2023-07-09
ACC00818,Stonebridge Partners,Small Team,Property Management,IL,Midwest,7,2025-12-27
ACC00819,Summit Properties,Solo Agent,Property Management,CO,Southwest,1,2024-03-05
ACC00820,Lakeshore Properties,Small Team,Property Management,GA,Southeast,5,2024-08-13
ACC00821,Stonebridge Properties,Solo Agent,Luxury Residential,WA,West,1,2024-03-11
ACC00822,Ironwood Realty,Solo Agent,Residential Real Estate,NJ,Northeast,1,2023-12-07
ACC00823,Summit & Co.,Small Team,Residential Real Estate,TX,Southwest,3,2023-07-26
ACC00824,Lakeshore Real Estate,Small Team,Property Management,TN,Southeast,4,2024-06-28
ACC00825,Summit Group,Large Team,Property Management,MI,Midwest,23,2025-01-09
ACC00826,Cypress Group,Small Team,Residential Real Estate,GA,Southeast,5,2023-10-12
ACC00827,Lakeshore Realty,Small Team,Residential Real Estate,NC,Southeast,8,2024-01-20
ACC00828,Harbor Group,Solo Agent,Property Management,TN,Southeast,1,2025-09-19
ACC00829,Harbor Group,Small Team,Residential Real Estate,MO,Midwest,3,2023-10-21
ACC00830,Foxglove & Co.,Small Team,Luxury Residential,FL,Southeast,5,2024-05-08
ACC00831,Foxglove Partners,Large Team,Luxury Residential,IL,Midwest,29,2024-07-28
ACC00832,Meridian Realty,Large Team,Luxury Residential,OR,West,21,2024-11-12
ACC00833,Harbor Group,Brokerage,Luxury Residential,NY,Northeast,334,2025-06-13
ACC00834,Lakeshore Partners,Small Team,Commercial Real Estate,TX,Southwest,2,2023-08-26
ACC00835,Foxglove Properties,Large Team,Commercial Real Estate,AZ,Southwest,9,2025-05-17
ACC00836,Beacon Properties,Solo Agent,Luxury Residential,SC,Southeast,1,2024-08-30
ACC00837,Stonebridge Real Estate,Small Team,Residential Real Estate,NV,West,5,2024-09-24
ACC00838,Cornerstone & Co.,Solo Agent,Luxury Residential,GA,Southeast,1,2024-11-13
ACC00839,Lakeshore Partners,Solo Agent,Residential Real Estate,TN,Southeast,1,2023-11-23
ACC00840,Cornerstone & Co.,Small Team,Commercial Real Estate,NV,West,3,2024-08-02
ACC00841,Meridian Properties,Large Team,Property Management,NV,West,13,2024-09-14
ACC00842,Meridian Realty,Large Team,Residential Real Estate,AZ,Southwest,30,2024-02-05
ACC00843,Harbor Real Estate,Solo Agent,Luxury Residential,OR,West,1,2025-08-28
ACC00844,Blackwood & Co.,Solo Agent,Luxury Residential,SC,Southeast,1,2023-09-01
ACC00845,Beacon Group,Large Team,Commercial Real Estate,CA,West,11,2025-02-21
ACC00846,Meridian Real Estate,Small Team,luxury residential,TN,Southeast,7,2025-11-09
ACC00847,Harbor Group,Solo Agent,Commercial Real Estate,TX,Southwest,1,2025-06-07
ACC00848,Meridian Real Estate,Large Team,Property Management,NY,Northeast,12,2025-12-21
ACC00849,Harbor Realty,Small Team,Property Management,MA,Northeast,7,2023-01-11
ACC00850,Cypress Group,Solo Agent,Residential Real Estate,NJ,Northeast,1,2023-03-13
ACC00851,Beacon Properties,Solo Agent,Commercial Real Estate,CO,Southwest,1,2025-11-29
ACC00852,Cornerstone Properties,Small Team,Residential Real Estate,NJ,Northeast,3,2023-07-22
ACC00853,Ironwood Realty,Small Team,Luxury Residential,NM,Southwest,5,2024-07-22
ACC00854,Ridgeline Real Estate,Solo Agent,Property Management,GA,Southeast,1,2024-06-04
ACC00855,Ridgeline Group,Small Team,Luxury Residential,CO,Southwest,2,2026-02-28
ACC00856,Ironwood Realty,Solo Agent,Residential Real Estate,OR,West,1,2025-12-24
ACC00857,Ironwood Properties,Large Team,commercial real estate,CO,Southwest,12,2024-04-07
ACC00858,Lakeshore & Co.,Small Team,Property Management,PA,Northeast,6,2024-09-19
ACC00859,Ironwood Properties,Large Team,Commercial Real Estate,OR,West,27,2023-12-16
ACC00860,Ridgeline Partners,Solo Agent,Luxury Residential,MO,Midwest,1,2025-11-17
ACC00861,Lakeshore Partners,Small Team,Property Management,NM,Southwest,5,2025-05-06
ACC00862,Lakeshore Realty,Solo Agent,Commercial Real Estate,TX,Southwest,1,2023-06-28
ACC00863,Beacon Realty,Small Team,Commercial Real Estate,CO,Southwest,5,2023-06-23
ACC00864,Stonebridge Realty,Small Team,Residential Real Estate,CT,Northeast,3,2025-04-10
ACC00865,Cypress Properties,Solo Agent,Luxury Residential,MA,Northeast,1,2025-07-07
ACC00866,Lakeshore Realty,Brokerage,Property Management,MI,Midwest,91,2025-05-15
ACC00867,Stonebridge & Co.,Solo Agent,Commercial Real Estate,MO,Midwest,1,2024-08-24
ACC00868,Beacon Realty,Large Team,Property Management,NJ,Northeast,23,2023-03-14
ACC00869,Ridgeline Partners,Solo Agent,Commercial Real Estate,MI,Midwest,1,2023-01-11
ACC00870,Beacon Realty,Solo Agent,Luxury Residential,AZ,Southwest,1,2025-11-19
ACC00871,Blackwood Realty,Solo Agent,Luxury Residential,MN,Midwest,1,2025-05-27
ACC00872,Summit Properties,Solo Agent,Residential Real Estate,TN,Southeast,1,2024-02-11
ACC00873,Beacon Real Estate,Small Team,Commercial Real Estate,CO,Southwest,4,2025-09-08
ACC00874,Lakeshore Real Estate,Solo Agent,Residential Real Estate,FL,Southeast,1,2023-08-09
ACC00875,Blackwood Partners,Brokerage,Property Management,FL,Southeast,109,2023-01-17
ACC00876,Stonebridge Properties,Solo Agent,Residential Real Estate,CT,Northeast,1,2024-07-29
ACC00877,Ridgeline Partners,Small Team,Luxury Residential,NY,Northeast,3,2024-01-22
ACC00878,Cypress Group,Small Team,Residential Real Estate,WA,West,4,2023-07-06
ACC00879,Lakeshore Group,Small Team,Commercial Real Estate,OR,West,3,2023-04-16
ACC00880,Beacon Group,Solo Agent,Commercial Real Estate,TX,Southwest,1,2023-04-17
ACC00881,Foxglove Real Estate,Solo Agent,Residential Real Estate,OH,Midwest,1,2023-08-17
ACC00882,Ironwood Realty,Small Team,Commercial Real Estate,NY,Northeast,7,2024-05-02
ACC00883,Harbor Realty,Small Team,Luxury Residential,OR,West,7,2024-01-26
ACC00884,Cypress & Co.,Small Team,Luxury Residential,NJ,Northeast,4,2023-03-31
ACC00885,Cypress Realty,Large Team,Property Management,WA,West,13,2023-05-19
ACC00886,Ironwood Partners,Brokerage,Luxury Residential,CA,West,227,2023-05-05
ACC00887,Summit Properties,Large Team,Commercial Real Estate,PA,Northeast,9,2025-03-31
ACC00888,Cornerstone Group,Small Team,Commercial Real Estate,NC,Southeast,3,2025-12-11
ACC00889,Blackwood Properties,Solo Agent,Luxury Residential,NJ,Northeast,1,2023-03-22
ACC00890,Stonebridge Real Estate,Solo Agent,Commercial Real Estate,NJ,Northeast,1,2024-12-12
ACC00891,Blackwood Properties,Brokerage,Commercial Real Estate,MI,Midwest,329,2023-01-22
ACC00892,Foxglove Real Estate,Small Team,Commercial Real Estate,WA,West,3,2025-02-21
ACC00893,Stonebridge & Co.,Small Team,Luxury Residential,CO,Southwest,3,2025-03-20
ACC00894,Beacon & Co.,Solo Agent,Luxury Residential,GA,Southeast,1,2024-01-14
ACC00895,Harbor Partners,Large Team,Luxury Residential,AZ,Southwest,21,2026-05-29
ACC00896,Summit Realty,Solo Agent,Residential Real Estate,NY,Northeast,1,2023-01-25
ACC00897,Summit Realty,Solo Agent,Residential Real Estate,MO,Midwest,1,2026-05-13
ACC00898,Blackwood Group,Small Team,Property Management,CO,Southwest,3,2026-02-26
ACC00899,Harbor Real Estate,Small Team,Residential Real Estate,MI,Midwest,6,2023-09-10
ACC00900,Ridgeline Group,Large Team,Luxury Residential,OR,West,21,2023-02-19
